word	sentence	translation	difficulty_rank	transliteration	source
زن	من یک زن هستم.	I am a woman.	148		tatoeba
زن	تو یک زن هستی.	You are a woman.	148		tatoeba
و	او یک مرد است و او یک زن است.	He's a man, and she's a woman.	148		tatoeba
پسر	من یک پسر هستم.	I am a boy.	150		tatoeba
پسر	تو یک پسر هستی.	You are a boy.	150		tatoeba
پسر	او یک پسر است.	He is a boy.	150		tatoeba
نه	من یک مرد هستم، نه یک پسر.	I'm a man, not a boy.	150		tatoeba
دختر	من یک دختر هستم.	I am a girl.	151		tatoeba
دختر	تو یک دختر هستی.	You are a girl.	151		tatoeba
دختر	او یک دختر است.	She is a girl.	151		tatoeba
و	او یک پسر است و او یک دختر است.	He's a boy, and she's a girl.	151		tatoeba
هستیم	ما همه مادر هستیم.	We're all mothers.	154		tatoeba
ما	ما همه مادر هستیم.	We're all mothers.	154		tatoeba
مادر	ما همه مادر هستیم.	We're all mothers.	154		tatoeba
همه	ما همه مادر هستیم.	We're all mothers.	154		tatoeba
بسیار	خانه شما بسیار بزرگ است.	Your house is massive!	158		tatoeba
بزرگ	خانه شما بسیار بزرگ است.	Your house is massive!	158		tatoeba
شما	خانه شما بسیار بزرگ است.	Your house is massive!	158		tatoeba
خانه	خانه شما بسیار بزرگ است.	Your house is massive!	158		tatoeba
کوچک	دنیا کوچک است.	The world is small.	162		tatoeba
دنیا	دنیا کوچک است.	The world is small.	162		tatoeba
کسی	کسی تو ماشین بود؟	Was there anybody in the car?	165		tatoeba
بود	کسی تو ماشین بود؟	Was there anybody in the car?	165		tatoeba
ماشین	کسی تو ماشین بود؟	Was there anybody in the car?	165		tatoeba
زیاد	پول خیلی زیاد؟	Too much money?	169		tatoeba
پول	پول خیلی زیاد؟	Too much money?	169		tatoeba
خیلی	پول خیلی زیاد؟	Too much money?	169		tatoeba
چیز	همه چیز پول است.	Money talks.	169		tatoeba
پول	همه چیز پول است.	Money talks.	169		tatoeba
همه	همه چیز پول است.	Money talks.	169		tatoeba
بسیار	این یک کتاب بسیار قدیمی است.	This is a very old book.	175		tatoeba
قدیمی	این یک کتاب بسیار قدیمی است.	This is a very old book.	175		tatoeba
کتاب	این یک کتاب بسیار قدیمی است.	This is a very old book.	175		tatoeba
بسیار	پدر من بسیار کتاب دارد.	My father has a lot of books.	175		tatoeba
پدر	پدر من بسیار کتاب دارد.	My father has a lot of books.	175		tatoeba
دارد	پدر من بسیار کتاب دارد.	My father has a lot of books.	175		tatoeba
کتاب	پدر من بسیار کتاب دارد.	My father has a lot of books.	175		tatoeba
کتاب	این کتاب من است.	It's my book.	175		tatoeba
قدیمی	این کتاب قدیمی است.	This book is old.	175		tatoeba
مدرسه	دنیا یک مدرسه است.	The world is a school.	176		tatoeba
دنیا	دنیا یک مدرسه است.	The world is a school.	176		tatoeba
دارد	او هفت پسر دارد.	She has seven sons.	185		tatoeba
هفت	او هفت پسر دارد.	She has seven sons.	185		tatoeba
روز	یک هفته هفت روز دارد.	A week has seven days.	185		tatoeba
هفته	یک هفته هفت روز دارد.	A week has seven days.	185		tatoeba
دارد	یک هفته هفت روز دارد.	A week has seven days.	185		tatoeba
هفت	یک هفته هفت روز دارد.	A week has seven days.	185		tatoeba
ماشین	ماشین آبی‌رنگ است.	The car is blue.	201		tatoeba
آبی	ماشین آبی‌رنگ است.	The car is blue.	201		tatoeba
رنگ	ماشین آبی‌رنگ است.	The car is blue.	201		tatoeba
ستاره	خورشید یک ستاره است.	The sun is a star.	223		tatoeba
خورشید	خورشید یک ستاره است.	The sun is a star.	223		tatoeba
کوچک	او یک سگ کوچک سیاه دارد.	She has a small, black dog.	239		tatoeba
سیاه	او یک سگ کوچک سیاه دارد.	She has a small, black dog.	239		tatoeba
سگ	او یک سگ کوچک سیاه دارد.	She has a small, black dog.	239		tatoeba
خوب	گربه خوب	Good cat!	240		tatoeba
گربه	گربه خوب	Good cat!	240		tatoeba
با	دو پرنده را با یک سنگ زدن.	Kill two birds with one stone.	241		tatoeba
پرنده	دو پرنده را با یک سنگ زدن.	Kill two birds with one stone.	241		tatoeba
زدن	دو پرنده را با یک سنگ زدن.	Kill two birds with one stone.	241		tatoeba
را	دو پرنده را با یک سنگ زدن.	Kill two birds with one stone.	241		tatoeba
سنگ	دو پرنده را با یک سنگ زدن.	Kill two birds with one stone.	241		tatoeba
دو	دو پرنده را با یک سنگ زدن.	Kill two birds with one stone.	241		tatoeba
در	پرنده در آسمان است.	The bird is in the sky.	241		tatoeba
پرنده	پرنده در آسمان است.	The bird is in the sky.	241		tatoeba
آسمان	پرنده در آسمان است.	The bird is in the sky.	241		tatoeba
اسب	پسر اسب دارد.	The boy has a horse.	243		tatoeba
گوشت	گوشت یا ماهی؟	Meat or fish?	245		tatoeba
ماهی	گوشت یا ماهی؟	Meat or fish?	245		tatoeba
یا	گوشت یا ماهی؟	Meat or fish?	245		tatoeba
گوشت	گوشت، لطفا.	Meat, please.	245		tatoeba
لطفا	گوشت، لطفا.	Meat, please.	245		tatoeba
خوب	این چای بسیار خوب است.	This tea is very nice.	252		tatoeba
چای	این چای بسیار خوب است.	This tea is very nice.	252		tatoeba
شکر	شیر؟ شکر؟	Any milk or sugar?	255		tatoeba
شیر	شیر؟ شکر؟	Any milk or sugar?	255		tatoeba
همسایه	او همسایه ما است.	She is our neighbor.	266		tatoeba
ما	او همسایه ما است.	She is our neighbor.	266		tatoeba
دکتر	همسر من دکتر است.	My wife is a doctor.	271		tatoeba
همسر	همسر من دکتر است.	My wife is a doctor.	271		tatoeba
مهندس	من مهندس هستم.	I'm an engineer.	273		tatoeba
سخت	سخت است.	It's hard.	292		tatoeba
بود	شب سرد بود.	The night was cold.	298		tatoeba
سرد	شب سرد بود.	The night was cold.	298		tatoeba
شب	شب سرد بود.	The night was cold.	298		tatoeba
خالی	اینجا خالی است.	The place is free.	304		tatoeba
مهم	این مهم نیست.	This is not important.	307		tatoeba
مهم	آن الآن مهم نیست.	That's not important right now.	307		tatoeba
جالب	جالب نیست.	That isn't cool.	308		tatoeba
چند	پس او چند سال دارد؟	How old is he, then?	335		tatoeba
سال	پس او چند سال دارد؟	How old is he, then?	335		tatoeba
پس	پس او چند سال دارد؟	How old is he, then?	335		tatoeba
مانند	شنیدن کی بُوَد مانند دیدن.	Seeing is believing.	342		tatoeba
دیدن	شنیدن کی بُوَد مانند دیدن.	Seeing is believing.	342		tatoeba
شنیدن	شنیدن کی بُوَد مانند دیدن.	Seeing is believing.	342		tatoeba
کی	شنیدن کی بُوَد مانند دیدن.	Seeing is believing.	342		tatoeba
البته	البته.	Of course.	344		tatoeba
خوب	واقعا خوب بود.	It was really good.	348		tatoeba
واقعا	واقعا خوب بود.	It was really good.	348		tatoeba
بود	واقعا خوب بود.	It was really good.	348		tatoeba
زشت	این واقعاً زشت است.	It's really gross.	348		tatoeba
امروز	چرا امروز اینجا هستی؟	Why are you here today?	361		tatoeba
چهار	دو دو تا چهار تا.	Twice two is four.	376		tatoeba
دو	دو دو تا چهار تا.	Twice two is four.	376		tatoeba
تا	دو دو تا چهار تا.	Twice two is four.	376		tatoeba
میز	کتاب روی میز است.	The book is on the table.	377		tatoeba
روی	کتاب روی میز است.	The book is on the table.	377		tatoeba
روی	نان و نمک روی میز است.	There is bread and salt on the table.	377		tatoeba
نان	نان و نمک روی میز است.	There is bread and salt on the table.	377		tatoeba
نمک	نان و نمک روی میز است.	There is bread and salt on the table.	377		tatoeba
میز	نان و نمک روی میز است.	There is bread and salt on the table.	377		tatoeba
بد	جنگ بد است.	War is bad.	387		tatoeba
جنگ	جنگ بد است.	War is bad.	387		tatoeba
هدف	هدف،آتش!	Aim. Fire!	404		tatoeba
آتش	هدف،آتش!	Aim. Fire!	404		tatoeba
فقط	فقط نتیجه مهم است.	The result is all that matters.	406		tatoeba
نتیجه	فقط نتیجه مهم است.	The result is all that matters.	406		tatoeba
مهم	فقط نتیجه مهم است.	The result is all that matters.	406		tatoeba
عشق	من عشق تو هستم.	I love you.	410		tatoeba
داشتن	عشق دوست داشتن عشق را دوست دارد.	Love loves to love love.	410		tatoeba
را	عشق دوست داشتن عشق را دوست دارد.	Love loves to love love.	410		tatoeba
عشق	عشق دوست داشتن عشق را دوست دارد.	Love loves to love love.	410		tatoeba
دوست	عشق دوست داشتن عشق را دوست دارد.	Love loves to love love.	410		tatoeba
کامپیوتر	این کامپیوتر من است.	This is my computer.	417		tatoeba
خبر	چه خبر؟	What's up?	425		tatoeba
چه	چه خبر؟	What's up?	425		tatoeba
خبر	از خانواده چه خبر؟	How is it going with your family?	425		tatoeba
چه	از خانواده چه خبر؟	How is it going with your family?	425		tatoeba
خانواده	از خانواده چه خبر؟	How is it going with your family?	425		tatoeba
از	از خانواده چه خبر؟	How is it going with your family?	425		tatoeba
روزنامه	یک روزنامه در اتاق من است.	There is a newspaper in my room.	426		tatoeba
اتاق	یک روزنامه در اتاق من است.	There is a newspaper in my room.	426		tatoeba
جوان	پدر من جوان است.	My father is young.	459		tatoeba
پدر	پدر من جوان است.	My father is young.	459		tatoeba
پیر	این مرد خیلی خیلی پیر است.	This man is very, very old.	460		tatoeba
خیلی	این مرد خیلی خیلی پیر است.	This man is very, very old.	460		tatoeba
باهوش	او باهوش است.	She is sharp.	463		tatoeba
خطرناک	این خطرناک است!	It is dangerous!	464		tatoeba
آماده	آماده هستی؟	Are you ready?	466		tatoeba
واضح	این کاملاً واضح است.	It's abundantly clear.	469		tatoeba
درست	درست است.	It's true.	470		tatoeba
درست	تلفن الان درست نیست.	The telephone is now out of order.	470		tatoeba
الان	تلفن الان درست نیست.	The telephone is now out of order.	470		tatoeba
تلفن	تلفن الان درست نیست.	The telephone is now out of order.	470		tatoeba
خوشمزه	خوشمزه نیست؟	Isn't it delicious?	472		tatoeba
مدرن	خانه‌ی او خیلی مدرن است.	Her house is very modern.	477		tatoeba
خانه	خانه‌ی او خیلی مدرن است.	Her house is very modern.	477		tatoeba
آنها	خانه آنها خیلی مدرن است.	Their house is very modern.	477		tatoeba
مدرن	خانه آنها خیلی مدرن است.	Their house is very modern.	477		tatoeba
خانه	خانه آنها خیلی مدرن است.	Their house is very modern.	477		tatoeba
بد	امروز هوا بسیار بد است.	It is terrible weather today.	479		tatoeba
امروز	امروز هوا بسیار بد است.	It is terrible weather today.	479		tatoeba
هوا	امروز هوا بسیار بد است.	It is terrible weather today.	479		tatoeba
هوا	هوا بسیار گرم است.	The weather is very hot.	479		tatoeba
گرم	هوا بسیار گرم است.	The weather is very hot.	479		tatoeba
هوا	امروز هوا گرم است.	It's a hot day.	479		tatoeba
امروز	امروز هوا گرم است.	It's a hot day.	479		tatoeba
گرم	امروز هوا گرم است.	It's a hot day.	479		tatoeba
چطور	هوا چطور است؟	What is the weather like?	479		tatoeba
کوتاه	تابستان ما کوتاه و گرم است.	Our summer is short, but warm.	481		tatoeba
تابستان	تابستان ما کوتاه و گرم است.	Our summer is short, but warm.	481		tatoeba
